カテゴリ,講座名,ユニット番号,ユニット名,スライド番号,スライドタイトル,スライドタイトル,スライドタイトル,スライドタイトル,スライドタイトル,Googleスライド,Canvaスライド,Canva動画,,,,,,,,,,,,
管理職強化,ダイバーシティマネジメント,4,インクルーシブなチーム運営,24,「このチームで自分らしくいられるか」の質問,5,5,5,5,,,,,,,,,,,,,,,
管理職強化,ダイバーシティマネジメント,4,インクルーシブなチーム運営,25,実践ワーク：チームのインクルージョン度をチェックしよう,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,1,パワハラとは：職場のいじめ・嫌がらせの法的定義,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,2,2020年法改正：パワハラ防止が企業の義務に,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,3,脳科学の「恐怖記憶」：ハラスメントは脳を傷つける,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,4,パワハラの3要件：すべて満たすとパワハラ,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,5,要件1：優越的な関係を背景とした言動,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,6,要件2：業務上必要かつ相当な範囲を超える,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,7,要件3：労働者の就業環境を害する,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,8,心理学の「パワーバランス」：力関係がハラスメントを生む,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,9,パワハラの6類型：厚生労働省の分類,4,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,10,類型1：身体的な攻撃（暴行・傷害）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,11,「殴る・蹴る・物を投げる」は明確な犯罪,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,12,類型2：精神的な攻撃（脅迫・名誉毀損・侮辱）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,13,「バカ」「無能」「給料泥棒」の暴言,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,14,類型3：人間関係からの切り離し（隔離・仲間外れ）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,15,「一人だけ別室」「情報を共有しない」,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,16,類型4：過大な要求（遂行不可能な仕事の強制）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,17,「1日で終わらない量」「できないことを要求」,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,18,類型5：過小な要求（能力に見合わない低レベル業務）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,19,「営業職に草むしりだけ」「仕事を与えない」,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,20,類型6：個の侵害（私的なことへの過度な立ち入り）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,21,「プライベートを詮索」「交際相手を聞く」,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,22,行動経済学の「損失回避」：被害者は声を上げにくい,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,23,パワハラの影響：心身の健康・退職・訴訟リスク,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,1,パワハラの定義と6類型,24,実践ワーク：6類型の具体例をそれぞれ考えてみよう,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,1,「指導」と「パワハラ」の違い：線引きの難しさ,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,2,「厳しい指導」は許されるのか：業務上必要かどうか,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,3,脳科学の「主観と客観」：受け手の感じ方が重要,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,4,適正な指導の3要件：目的・方法・程度,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,5,目的：業務改善・育成のため,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,6,方法：相手を尊重した伝え方,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,7,程度：必要な範囲内,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,8,心理学の「建設的批判」：育てる叱り方,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,9,パワハラになる叱り方：人格否定・感情的・長時間,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,10,「お前はダメな人間だ」→人格否定,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,11,「何度言えばわかるんだ！」→感情的,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,12,「2時間の説教」→長時間拘束,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,13,パワハラにならない叱り方：行動指摘・冷静・簡潔,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,14,「この報告書の〇〇が不十分です」→行動指摘,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,15,「次はこうしてください」→改善策提示,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,16,行動経済学の「フレーミング」：言い方で印象が変わる,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,17,グレーゾーン事例1：大声での叱責,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,18,内容が適正でも大声はNG：周囲への影響,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,19,グレーゾーン事例2：厳しいノルマ,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,20,達成可能な範囲なら指導、不可能なら過大要求,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,21,グレーゾーン事例3：複数人の前での叱責,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,22,人前での叱責は「精神的攻撃」になりうる,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,23,脳科学の「公衆の面前効果」：恥をかかされると深く傷つく,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,24,判断基準：「自分がされたらどう思うか」,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,2,指導とパワハラの境界線（グレーゾーン）,25,実践ワーク：グレーゾーン事例を判断してみよう,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,1,パワハラの多くは「怒り」が原因：感情のコントロール,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,2,アンガーマネジメント：怒りと上手に付き合う技術,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,3,脳科学の「扁桃体の暴走」：怒りは理性を奪う,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,4,怒りのメカニズム：一次感情→二次感情,4,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,5,一次感情：不安・悲しみ・困惑（本当の気持ち）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,6,二次感情：怒り（表面に出る感情）,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,7,心理学の「怒りの氷山」：水面下に本音がある,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,8,なぜ怒ってしまうのか：「べき思考」が原因,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,9,「部下は〇〇すべき」「時間は守るべき」の固定観念,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,10,6秒ルール：怒りのピークは6秒間,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,11,カッとなったら6秒待つ：深呼吸・数を数える,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,12,脳科学の「前頭前野の活性化」：理性が感情を制御する,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,13,タイムアウト法：その場を離れる,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,14,「少し時間をください」で冷静になる,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,15,コーピングマントラ：魔法の言葉を唱える,4,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,16,「まあいいか」「仕方ない」「大丈夫」,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,17,行動経済学の「認知的再評価」：見方を変える,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,18,「わざとじゃない」「理由があるはず」と考える,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,19,怒りの記録：怒りログをつける,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,20,いつ・どこで・誰に・何に怒ったか分析,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,21,トリガーの特定：自分が怒りやすいパターンを知る,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,22,予防策：トリガーを避ける・心の準備をする,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,23,ストレス管理：疲れていると怒りやすい,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,3,アンガーマネジメントの基礎,24,実践ワーク：自分の怒りのトリガーを3つ書き出そう,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,1,パワハラ防止法：企業の義務と罰則,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,2,大企業2020年・中小企業2022年から義務化,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,3,脳科学の「規範意識」：ルールが行動を変える,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,4,企業が講じるべき10の措置,4,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,5,1. 方針の明確化と周知・啓発,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,6,2. 相談窓口の設置,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,7,3. 迅速かつ適切な事後対応,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,8,4. プライバシー保護,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,9,5. 不利益取扱いの禁止,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,10,心理学の「組織風土」：会社の姿勢が個人を変える,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,11,パワハラを許さない職場作り：トップメッセージ,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,12,経営者・管理職の明確な意思表示,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,13,就業規則への明記：パワハラは懲戒対象,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,14,研修の実施：全社員・管理職向け,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,15,「知らなかった」は通用しない,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,16,行動経済学の「社会規範」：周りがやらないと自分もやらない,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,17,個人の行動指針：加害者にならないために,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,18,1. 感情的にならない（アンガーマネジメント）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,19,2. 人格否定をしない（行動を指摘）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,20,3. 相手の立場に立つ（共感）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,21,4. プライベートに踏み込まない（境界線）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,22,5. 自分の言動を振り返る（内省）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,23,脳科学の「メタ認知」：自分を客観視する力,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,24,被害を受けたら：記録・相談・証拠保全,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,25,一人で抱え込まない：相談窓口の活用,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,パワーハラスメント防止の基本,4,防止のための行動指針と職場の義務,26,実践ワーク：職場のパワハラ防止体制を確認しよう,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,1,セクハラとは：性的な言動による不利益・不快感,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,2,男女雇用機会均等法で禁止：1999年から,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,3,脳科学の「不快記憶」：性的な言動は深く傷つく,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,4,セクハラの定義：「職場における性的な言動」,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,5,職場とは：オフィス・出張先・飲み会も含む,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,6,性的な言動とは：身体接触・発言・視覚的行為,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,7,心理学の「境界線の侵害」：相手の領域に踏み込む行為,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,8,セクハラの2類型：対価型と環境型,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,9,対価型セクハラ：性的な言動への対応で不利益,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,10,「誘いを断ったら降格」「交際を拒否したら解雇」,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,11,環境型セクハラ：性的な言動で就業環境が害される,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,12,「卑猥な話を繰り返す」「ポスターを貼る」「じろじろ見る」,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,13,行動経済学の「パワーの非対称性」：力関係がセクハラを生む,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,14,セクハラの具体例：身体接触,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,15,肩を揉む・腰に手を回す・抱きつく・キス,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,16,セクハラの具体例：性的な発言,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,17,「スタイルいいね」「彼氏いるの？」「飲みに行こう」,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,18,セクハラの具体例：視覚的行為,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,19,「性的な画像を見せる」「じろじろ見る」,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,20,脳科学の「主観的不快感」：受け手が不快なら成立,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,21,「そんなつもりじゃなかった」は通用しない,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,22,同性間のセクハラ：男性→男性、女性→女性も成立,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,23,セクハラの影響：精神疾患・退職・訴訟,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,1,セクハラの定義と種類（対価型・環境型）,24,実践ワーク：対価型と環境型の具体例を考えよう,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,1,「これってセクハラ？」：判断に迷うケース,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,2,セクハラかどうかの判断基準：3つの視点,5,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,3,1. 一般的な労働者の感じ方（平均的な感受性）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,4,2. 継続性・反復性（1回か繰り返しか）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,5,3. 関係性（上司→部下、同僚同士）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,6,心理学の「社会的文脈」：状況で判断が変わる,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,7,グレーゾーン事例1：「若いね」「かわいいね」の褒め言葉,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,8,外見への言及は原則NG：相手が不快なら成立,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,9,グレーゾーン事例2：「結婚しないの？」の質問,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,10,プライベートへの過度な立ち入り,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,11,グレーゾーン事例3：飲み会での誘い,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,12,断られたら諦める：しつこい誘いはNG,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,13,行動経済学の「繰り返し効果」：しつこさが不快感を増幅,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,14,グレーゾーン事例4：身体接触（肩ポン）,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,15,不必要な接触は避ける：距離感を保つ,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,16,グレーゾーン事例5：性的な冗談,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,17,「みんな笑ってるから」は言い訳にならない,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,18,脳科学の「不快の個人差」：感じ方は人それぞれ,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,19,世代間ギャップ：昔は許されたが今はNG,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,20,「昔はよかった」は通用しない時代,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,21,職場恋愛とセクハラ：恋愛は自由だが強要はNG,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,22,断られたら諦める・仕事に影響させない,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,23,セーフティゾーンの原則：相手が嫌がることはしない,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,2,職場での具体的事例と判断基準,24,実践ワーク：グレーゾーン事例を判断してみよう,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,3,SOGIハラスメントの理解,1,SOGIとは：性的指向（SO）と性自認（GI）,4,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,3,SOGIハラスメントの理解,2,LGBTQ+：多様な性のあり方,4,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,3,SOGIハラスメントの理解,3,脳科学の「性の多様性」：グラデーション状に存在,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,3,SOGIハラスメントの理解,4,性的指向（Sexual Orientation）：誰を好きになるか,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,3,SOGIハラスメントの理解,5,レズビアン・ゲイ・バイセクシュアル・アセクシュアル,4,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,3,SOGIハラスメントの理解,6,性自認（Gender Identity）：自分の性をどう認識するか,5,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,3,SOGIハラスメントの理解,7,トランスジェンダー・Xジェンダー・クエスチョニング,4,5,5,4,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,3,SOGIハラスメントの理解,8,心理学の「アイデンティティ」：自分らしさを認める権利,4,5,4,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,3,SOGIハラスメントの理解,9,SOGIハラとは：性的指向・性自認に関するハラスメント,4,5,5,5,,,,,,,,,,,,,,,
ハラスメント防止,セクシャルハラスメント防止,3,SOGIハラスメントの理解,10,「ホモ」「オカマ」などの差別的発言,5,5,5,5,,,,,,,,,,,,,,,
